"ID заявки";"ID клиента";"ProductID";"ShopID";"Год заявки";"Дата доставки";"Дата заявки";"Дата заявки (scale)";"Дата и время доставки";"Дата и время заявки";"Доставка (точка)";"Доставка - округ";"Доставка - район";"Доставка - тип";"Клиент";"Клиент - пол";"Клиент - статус";"Клиент- дата рождения";"Магазин";"Магазин (точка)";"Магазин - адрес";"Магазин - район";"Месяц заявки";"Продукт";"Продукт - бренд";"Продукт - категория";"Продукт - подкатегория";"Тип  оплаты";"Время доставки, дн.";"Продажа, ₽";"Скидка, ₽";"Среднее число продуктов в заказе";"Средний чек";"Число заявок";"Число клиентов";"Число магазинов"
2016-507794;NwMAf;prd-36;sp-20;2020;11.04.2020;06.04.2020;01.04.2020;11.04.2020 04:00:00;06.04.2020 12:10:00;[55.630839764,37.65232762];ЮАО;Царицыно;Доставка;Лазарев Александр Михайлович;Мужчина;Серебряный;1994-05-04;Йота;[55.591001279,37.606876613];город Москва, улица Газопровод, дом 9А;Чертаново Южное;01.04.2020;Фен портативный;TechBeauty;Техника для дома;Техника для красоты и здоровья;Наличные;4.659722222222222;523;0;2;523;1;1;1
2016-263238;TZA7W;prd-29;sp-17;2020;09.01.1974;02.07.2020;01.07.2020;09.01.1974 06:08:00;02.07.2020 17:51:00;[55.579052895,37.678757094];ЮАО;Бирюлёво Восточное;Самовывоз;Морозенок Елена Олеговна;Женщина;Базовый;1972-05-22;Эпсилон;[55.623839092,37.734113107];город Москва, Ореховый проезд, дом 17, корпус 2;Зябликово;01.07.2020;Магниты на холодильник, 5 шт.;1001 и одна нужная мелочь;Бытовые товары;Товары последней необходимости;Банковская карта;"";263;0;4;263;1;1;1
2016-869716;wJLk9;prd-20;sp-16;2020;09.01.1974;21.05.2020;01.05.2020;09.01.1974 06:08:00;21.05.2020 15:38:00;[55.669304374,37.571466321];ЮЗАО;Черёмушки;Самовывоз;Сорокин Михаил Александрович;Мужчина;Базовый;1977-09-10;Дельта;[55.63799676,37.590931324];город Москва, микрорайон Северное Чертаново, дом 5, корпус Г;Чертаново Северное;01.05.2020;Средство для чистки ванны "Белее белого";БиоДом;Бытовая химия;Чистящие средства;Банковская карта;"";151;0;2;151;1;1;1
2016-302427;5Wb9m;prd-20;sp-16;2020;09.01.1974;22.10.2020;01.10.2020;09.01.1974 06:08:00;22.10.2020 15:28:00;[55.675210421,37.805500947];ЮВАО;Люблино;Самовывоз;Маряхин Михаил Иванович;Мужчина;Базовый;1971-10-05;Дельта;[55.63799676,37.590931324];город Москва, микрорайон Северное Чертаново, дом 5, корпус Г;Чертаново Северное;01.10.2020;Средство для чистки ванны "Белее белого";БиоДом;Бытовая химия;Чистящие средства;Наличные;"";152;0;1;152;1;1;1
2016-438973;9IVr2;prd-39;sp-11;2020;09.01.1974;27.06.2020;01.06.2020;09.01.1974 06:08:00;27.06.2020 14:50:00;[55.822009592,37.52475257];САО;Коптево;Самовывоз;Кумпан Денис Александрович;Мужчина;Базовый;1986-05-08;Тау;[55.86161123,37.51313997];город Москва, Флотская улица, дом 25;Головинский;01.06.2020;Весы напольные;Разумный дом;Техника для дома;Техника для красоты и здоровья;Наличные;"";849;0;1;849;1;1;1
2016-514149;B0di9;prd-30;sp-17;2020;09.01.1974;18.10.2020;01.10.2020;09.01.1974 06:08:00;18.10.2020 12:00:00;[55.675918247,37.578273625];ЮЗАО;Академический;Самовывоз;Струк Владимир Николаевич;Мужчина;Базовый;1971-04-13;Эпсилон;[55.623839092,37.734113107];город Москва, Ореховый проезд, дом 17, корпус 2;Зябликово;01.10.2020;Прикроватный коврик;1001 и одна нужная мелочь;Бытовые товары;Товары последней необходимости;Банковская карта;"";853;0;1;853;1;1;1
2016-993829;by6Td;prd-29;sp-15;2020;09.01.1974;27.08.2020;01.08.2020;09.01.1974 06:08:00;27.08.2020 17:41:00;[55.898596992,37.621379464];СВАО;Бибирево;Самовывоз;Михеев Георгий Ивлиевич;Мужчина;Серебряный;1986-09-25;Гамма;[55.8538123,37.631289912];город Москва, Лазоревый проезд, дом 15, строение 4;Свиблово;01.08.2020;Магниты на холодильник, 5 шт.;1001 и одна нужная мелочь;Бытовые товары;Товары последней необходимости;Наличные;"";264;0;3;264;1;1;1
2016-051468;kYnQ7;prd-30;sp-19;2020;09.01.1974;06.05.2020;01.05.2020;09.01.1974 06:08:00;06.05.2020 22:01:00;[55.829339247,37.451276251];СЗАО;Покровское-Стрешнево;Самовывоз;Захарченко Анатолий Александрович;Мужчина;Базовый;1974-07-02;Эта;[55.862016728,37.422337259];город Москва, улица Вилиса Лациса, дом 23, корпус 2;Северное Тушино;01.05.2020;Прикроватный коврик;1001 и одна нужная мелочь;Бытовые товары;Товары последней необходимости;Наличные;"";855;0;2;855;1;1;1
2016-621650;wzYZg;prd-13;sp-13;2020;16.12.2020;07.12.2020;01.12.2020;16.12.2020 14:26:00;07.12.2020 22:37:00;[55.724648049,37.41828104];ЗАО;Можайский;Доставка;Бурмистров Вячеслав Владимирович;Мужчина;Серебряный;1989-11-17;Альфа;[55.724743484,37.422065222];город Москва, Гвардейская улица, дом 15, корпус 2;Можайский;01.12.2020;Гель для стирки цветных вещей;Чистый дом;Бытовая химия;Моющие средства;Наличные;8.659027777777778;476;0;4;476;1;1;1
2016-526297;v7Ch7;prd-14;sp-20;2020;09.01.1974;16.11.2020;01.11.2020;09.01.1974 06:08:00;16.11.2020 20:59:00;[55.593698211,37.669535528];ЮАО;Бирюлёво Восточное;Самовывоз;Попов Владимир Леонидович;Мужчина;Базовый;1994-01-11;Йота;[55.591001279,37.606876613];город Москва, улица Газопровод, дом 9А;Чертаново Южное;01.11.2020;Средство для мытья посуды с ароматом лимона;Мойдодыр;Бытовая химия;Моющие средства;Наличные;"";353;0;2;353;1;1;1
2016-360306;MXjBq;prd-31;sp-15;2020;09.01.1974;08.07.2020;01.07.2020;09.01.1974 06:08:00;08.07.2020 17:10:00;[55.887693892,37.597128656];СВАО;Бибирево;Самовывоз;Романов Дмитрий Владимирович;Мужчина;Базовый;1986-10-20;Гамма;[55.8538123,37.631289912];город Москва, Лазоревый проезд, дом 15, строение 4;Свиблово;01.07.2020;Миксер многофункциональный;Kitchen&Food;Техника для дома;Кухонная;Наличные;"";1029;0;4;1029;1;1;1
2016-700432;loAPT;prd-22;sp-13;2020;09.01.1974;06.08.2020;01.08.2020;09.01.1974 06:08:00;06.08.2020 21:41:00;[55.728608574,37.42725418];ЗАО;Кунцево;Самовывоз;Котельников Михаил Сергеевич;Мужчина;Золотой;1983-01-30;Альфа;[55.724743484,37.422065222];город Москва, Гвардейская улица, дом 15, корпус 2;Можайский;01.08.2020;Зубная паста отбеливающая;Кедровый лес;Бытовые товары;Косметика и здоровье;Наличные;"";83;0;3;83;1;1;1
2016-421159;Piu91;prd-32;sp-17;2020;09.01.1974;15.03.2020;01.03.2020;09.01.1974 06:08:00;15.03.2020 16:58:00;[55.657959286,37.593582561];ЮЗАО;Зюзино;Самовывоз;Резниченко Игорь Дмитриевич;Мужчина;Базовый;1981-09-14;Эпсилон;[55.623839092,37.734113107];город Москва, Ореховый проезд, дом 17, корпус 2;Зябликово;01.03.2020;Блендер;Kitchen&Food;Техника для дома;Кухонная;Наличные;"";1436;0;2;1436;1;1;1
2016-670750;wt1k7;prd-21;sp-11;2020;19.11.2020;14.11.2020;01.11.2020;19.11.2020 20:00:00;14.11.2020 12:49:00;[55.869755277,37.519109786];САО;Западное Дегунино;Доставка;Силиверстов Игорь Витальевич;Мужчина;Золотой;1991-10-03;Тау;[55.86161123,37.51313997];город Москва, Флотская улица, дом 25;Головинский;01.11.2020;Зубной порошок;Кедровый лес;Бытовые товары;Косметика и здоровье;Наличные;5.299305555555556;62;0;4;62;1;1;1
2016-773783;V3Eax;prd-28;sp-23;2020;19.09.2020;13.09.2020;01.09.2020;19.09.2020 09:56:00;13.09.2020 16:49:00;[55.797065005,37.731036057];ВАО;Преображенское;Доставка;Шаргунов Сергей Александрович;Мужчина;Базовый;1995-07-02;Каппа;[55.7912397,37.687272174];город Москва, улица Стромынка, дом 6;Сокольники;01.09.2020;Лава-лампа;1001 и одна нужная мелочь;Бытовые товары;Товары последней необходимости;Наличные;5.7131944444444445;2075;0;2;2075;1;1;1
2016-572598;qcxL5;prd-28;sp-14;2020;09.09.2020;31.08.2020;01.08.2020;09.09.2020 09:44:00;31.08.2020 12:34:00;[55.8215239,37.586484562];СВАО;Бутырский;Доставка;Проскурина Наталья Кирилловна;Женщина;Базовый;1974-11-19;Бета;[55.775754162,37.602958792];город Москва, Долгоруковская улица, дом 23, строение 1;Тверской;01.08.2020;Лава-лампа;1001 и одна нужная мелочь;Бытовые товары;Товары последней необходимости;Банковская карта;8.881944444444445;2098;0;2;2098;1;1;1
2016-253252;EClc5;prd-22;sp-18;2020;09.01.1974;10.11.2020;01.11.2020;09.01.1974 06:08:00;10.11.2020 20:58:00;[55.755070199,37.820323988];ВАО;Новогиреево;Самовывоз;Карпухина Алла Николаевна;Женщина;Базовый;1979-07-20;Дзета;[55.730702846,37.735875581];город Москва, Рязанский проспект, дом 2, строение 24;Нижегородский;01.11.2020;Зубная паста отбеливающая;Кедровый лес;Бытовые товары;Косметика и здоровье;Банковская карта;"";82;0;1;82;1;1;1
2016-678842;gt5ke;prd-33;sp-18;2020;09.01.1974;12.12.2020;01.12.2020;09.01.1974 06:08:00;12.12.2020 17:14:00;[55.711259468,37.882150339];ВАО;Косино-Ухтомский;Самовывоз;Глотов Владимир Сергеевич;Мужчина;Базовый;1995-09-03;Дзета;[55.730702846,37.735875581];город Москва, Рязанский проспект, дом 2, строение 24;Нижегородский;01.12.2020;Мультиварка с 40 режимами готовки еды;Разумный дом;Техника для дома;Кухонная;Наличные;"";3350;0;2;3350;1;1;1
2016-067355;Rns3r;prd-30;sp-11;2020;09.01.1974;28.05.2020;01.05.2020;09.01.1974 06:08:00;28.05.2020 12:32:00;[55.940633037,37.553947071];СВАО;Северный;Самовывоз;Шеуджен Бислан Арамбиевич;Мужчина;Золотой;1986-06-16;Тау;[55.86161123,37.51313997];город Москва, Флотская улица, дом 25;Головинский;01.05.2020;Прикроватный коврик;1001 и одна нужная мелочь;Бытовые товары;Товары последней необходимости;Наличные;"";841;0;2;841;1;1;1
